review,talks_about
"unusual, yummy sauvignon blanc with incredible oaked-aged fruit flavors.  best fresh and a bit below ambient temperature.  must try, at least to compare to.  drink it regularly if you can afford it.",other
"An interesting and delicious sauv blanc. It has the brightness and acid of a sauv blanc (typical notes like melon and peach) but the fullness and opulence of a refined chardonnay. The oak comes through as an undertone, not a confection. Would buy a case if I could find it!",talks about taste
"Blind, I thought this was Viognier. It’s very floral, ripe, with a creamy, round texture you rarely see in Sauvignon Blanc. It also has lower acidity than what I would expect from Sauv Blanc, but enough to mostly balance out the opulent fruit. This isn’t typical by any means, but it’s fun and complex. Drink now ",other
"I'm already back for more of this Sauvignon Blanc (and I'm not big on whites generally). I'm enjoying like I'd normally a good red, and GF likes it too. So, rich and flavored.  Must chill, tho. It's pricey, but a treat. It's pushing 5* in my book.",talks about taste
"Really something. My favourite California white thus far, by far. Not the crisp sav blanc I’m used to with the NZ wines, but much richer. A bit sweet, but a very complex flavour that goes through a few twists and turns before leaving you with a nice touch of sour and bitter — in a good way.",other
"Light, refreshing and yes delicious ",talks about taste
Lovely. Had with French laundry tasting menu,talks about taste
This may be the perfect Sauv Blanc. The nose is light and lemony but a medium body on the palate. Notes of citrus upfront with a finish off melon rind. A very well-balanced acidity and dryness.,talks about taste
Best Sav Blanc on the market ,talks about value for money
Unreal as always. Loved it. So well balanced and dynamic. ,other
Cold Spring wine store. Amazing stand alone full bodied alcohol forward Saudi gnome Blanc goes great with lemon tarragon chicken.  Yes!,talks about taste
"Great floral notes.  Tropical fruit and full bodied sb, yet the right amount of acid to balance ",talks about taste
"Liquid cocaine. White Cherries, orange blossoms. Creamy nectarines. Wow.",talks about food combinations
"Bright, creamy, and smooth. Notes of pear. Slightly crisp. Delicious. ",talks about taste
Buttery and delicious. Citrus and melon flavor. Some heat from 14.1% alc,talks about taste
"Full bodied citrus fruit, with rich honey and oak like a Chardonnay. Delicious",talks about taste
Excellent blanc. Delightfully refreshing wine. Drank 2018 bottle in 2020.,talks about taste
"Nose: peach, apricot cotton candy, 
Mouth: mineral, sea salt, pear",talks about taste
Amazed at how well this ages. Our favorite us sauv blanc,talks about taste
"Very Nice Wine. Tasty, Calm and elegant in all ways",talks about taste
Rich fruit. Wonderful nose. 93,talks about taste
"One of my all time favorites. Medium body, great mouthfeel, citrus, wet stone. One of my favs. ",talks about taste
Crimson wine group dinner,talks about taste
"Pear, Mellon, good acid. A great pairing with sushi. ",talks about taste
Great. More muted due to the bottle aging I suppose. ,other
Fantastik sauvignon 93 point,talks about taste
"Lemon and stone fruit on the nose smooth well balanced, great acid.",talks about taste
Wow! Wow! Wow! Who oaks a Sauvignon Blanc? Love it,talks about taste
A real treat at this price with a citrus tang and great for the next 15 years,talks about value for money
Before flight home to Moscow perfect!,talks about value for money
Very drinkable and elegant.,talks about taste
Oaked sav blanc.  Very unique and enjoyable ,other
"Barrel fermented in neutral oak; weekly battonage; creamy, floral, fruity, lime, full body; good with Thai food or spicy food.",talks about taste
Great refreshing wine with pear and melon flavors ,talks about taste
Excellent white with a balanced acidity.,talks about taste
About as good as a sauv b gets. Bold ripe fruit.,talks about taste
Very rich. Balanced. ,talks about value for money
"Ooohhhh yum. Dangerously good. Crisp, citrusy. ",talks about taste
This wine is still drinking great! Paired well with Northern Thai spices too!,talks about taste
"One of the yummiest crisp whites I’ve tried. Thought about giving a 4.5, but decided naked people on the label make this a perfect 5.0 :)",talks about taste
"Beautifully put together, creamy lush cantaloupe and green fruit with refreshing acidity; ebullient, tropics meets an English garden",talks about food combinations
"Fantastic,  unique and my all-time favorite",other
Nice balance with yellow aromas ,talks about taste
Another excellent vintage of this benchmark sauvignon blanc.,talks about taste
"Perfectly balanced. Smooth, ripe fruit character with acid throughout. Lemon, lime, ripe apple. ",talks about taste
"Elegant nose with light veggie hues, nicely zesty@palate.",talks about taste
"Very different Sauvignon blanc, rich, nice oak, peach, smooth.",other
Absolutely amazing. So smooth with almost no detectable acidity!,other
Aromas of rich peachy fruits and floral notes. Creamy texture on the palate with a nice acidity. More of an exotic style Sauvignon blanc from Russian river! ,talks about taste
"After visiting the winery earlier this year, we decided to pop a bottle of this lovely juice and reminisce.  Ahhh...just as pure and tasty as the memory.",talks about taste
"Undertone of oak, lemon citrus, a bit sweetness; a great wine for the summer, light and fresh. Better to enjoy with meal. Lack of complexity by itself ",talks about taste
"Terrific Sav Blanc. Nice acidity and great mouth feel. Very complex with plenty of fruit, tangerine, grapefruit and melon. Floral on the nose. Highly recommend.",talks about taste
"Just the perfect Sauvignon Blanc. Extremely floral nose. Full of peach, apricot, pineapple. Just the right amount of citrus. Nice minerality. Enjoyed at the Modern.",talks about taste
Been awhile since I have some ME Sav Blanc but her juice is wonderful. Love the light sweet notes (Apple and peach) as well as a good balance of citrus/acidity ,talks about taste
"This SB is delicious. Even though I like crisper and more acidic style this one is in its own class. Little creamy and smooth, with some oak notes and mango and citrus.",other
"Poached pear, green apple on the nose, full body with long finish. Great balance. So, so smooth. Just a delicious wine. Great body—you can tell this has rested in the lees. ",talks about taste
"What a day I had! My dive #250 happened and it was the best dive of the first 15 dives, but dive #252 bought a pod (19) of wild dolphins to us! OMG 😱 🐬🐬🐬🐬🐬🐬
Glad I had one more bottle of this wine to celebrate with! Saw 7 seahorses on this trip, so seahorse prop time! And time to dance 💃🏼 
Aromas of lemon, melon, pineapple, and minerals. 
Palate is delicious! It adds in white flowers, salinity, and happiness.
Dry, medium+ body, and crisp acidity.
14% alcohol 
I'm so exhausted 😴",talks about taste
"Pale lemon color; citrus aromas and some peach; medium body with tropical fruit and a slight creaminess on the palate; long finish. Incredibly smooth and delicious wine, fairly complex for a Sauvignon blanc. ",talks about taste
"grassy, a bit dusty, stony, lime, slightly exotic, subtle vanilla touch, algae.
juicy, moderate acidity, crisp, slightly creamy.
exotic fruit, herbaceous with green notes, apple.
rich structural finish, intense, juicy & very concentrated finale. length is great.",talks about taste
"Light straw. 
White flowers, pineapple 🍍 quince, green apple 🍏 lemon curd 🍋 shells 🐚. 
Full bodied, dry, M+ acidity, silky smooth, creamy, full MLF, 18% new oak, 14.8% abv, but balanced and delicious. 
10 K cases made. ",talks about food combinations
"Great Sauvignon Blanc, drunk from a magnum with a couple of years. This isn't built for age like a BDX Blanc, but the large format and a couple of years has definitely added layers.  Lots of tropical notes, with some guava, pineapple, elderflower, orange, and orange peel, with pineapple, key lime, and a little coconut on the palate. Some stone minerality too, and just a little nutty (cashew?) note.",talks about taste
"Merry Edwards 2020 Sauvignon Blanc. Done in French oak with a yeast stir every week for 10 weeks. Light straw color with a nose of honey, honeydew melon, casaba melon & floral.  The drink features notes of honeydew, casaba melon, mango, pear, peach, tropical, pink grapefruit, pineapple & vanilla on a French oak finish. This beautiful, SB will pair well with Asian food, seafood or chicken. A great stand-alone as well. Been a while since I've had a good SB.  4.5 stars.

🎶 David Bowie - Alladin Sane 🎶",talks about taste
"This is a dry mildly acidic wine with notes of citrus, tropical fruit, and light vanilla on the nose. The palate has notes of white peach and mango with wonderful mineral undertones. One of my favorite white wines",talks about taste
"Clear pale lemon in color with medium intensity and notes of grapefruit, candied tangerine peel, and lemon heads. This wine is dry with medium plus acid, medium body, medium minus alcohol, and a medium finish. 90/100",talks about taste
Solid Sav Blanc. Citrus is foremost but oak influence is evident. Pears and peaches primarily with creamy melon and some tropical grapefruit-y zest to finish. 👌🏽,talks about taste
A little young right now but delicious. High acidity with beautiful color and taste. Heavier with slight creaminess. Can't wait to revisit this one in a few years.,talks about taste
"Best Sauvignon Blanc I had in a long time. Feels quite sweet with tree fruit notes (pear, apple) and a nice citrusy finish. Well balanced and smooth, goes in really easy!",talks about taste
"Sauvignon Blanc tasting in Tokyo:  Everyone had this as their second favorite.  A softer palate then the others with melon in the palate nice acidity and a great, somewhat sweet, finish",talks about taste
"My second favorite Sauvignon Blanc ever. Beautiful lemon and citrus notes along with honey and perfect amount of acidity for backbone! Not dry at all, juicy right to the end.",talks about taste
"A truly excellent Californian SB. Subtle honey, peach, lemon, with a nice bit of salinity and minerality.",talks about taste
"A light plus bodied pale yellow white with flavors of citrus, peach, some apple, noticeable minerality, slight cream from malolactic fermentation, and subtle oak flavors.",talks about taste
"I hate Sauvignon blanc.  But ok this is good.  Loads of pineapple, something a little stinky.  Sour and tropical and slightly weird.  Like that dance teacher on the Gilmore girls.",talks about taste
"Pure juicy fruit with a hint of creaminess and a citrus backbone.  Full disclosure: this is consistently my favorite SB.  Whenever I find it on a menu, I order it and have never been disappointed.  ",talks about taste
"Pale green with no rim MEDIUM+LEGS STRONG AROMA grapefruit tropical fruit grass STRONG FLAVOR grapefruit lime mandarin orange earth MEDIUM BODY MEDIUM+ACID VERY LONG DURATION 

Excellent with salmon",talks about food combinations
"Best Sav Blanc ever! I am not a SB fan but this is amazing.  It is spendy, but amazing…not overly citrus, some vanilla.",talks about taste
"A big number and a fantastic SB..  Consumed in Chicago,  I was going to do a great Pinot but none left in stock tonight.. 

Anyway,  beautiful peach and pear,  extended white fruit layers.. ..",talks about taste
"Smooth, minerality, peach, apricot.  Delicious!  Definitely buy it again!",talks about taste
"95; as far as California SB is concerned, this is one to try. Benchmark SB without a doubt.  Lightly oaked, nicely textured body, just the right acidity.  Put it on your list!",talks about taste
Really crisp and wonderful. Peach pear citrus,talks about taste
Forget about the grass and cat urine that so often fill your nose with sauvignon blanc. This is something different and enterily wonderful.,other
"Incredible white wine! I don’t drink much white but this bottle is so welcoming and bright, hints of green apple. @[1|50229936|James Beecham] I think you’d love this Russian River white wine! ",talks about taste
"Unleashed tropical thiol aromatics - smells amazing. Flavors are more well rounded than the aroma would suggest. Smells like an acid bomb, but this wine has impeccable balance.",talks about taste
"Great wine 
 citrus oak tropical pear
Ohh and a sweet citrus finish 
93pts",talks about taste
"Pretty good, balanced, tropical fruits, round, oak is there, good length and complexity. well made Cali sauv.",talks about taste
"A perfect vintage that holds it's florality & complexity. Seek it our if you can find it and the balance between acidity and taste and pallet will not be easily forgotten
",talks about taste
"A new vintage. Light peach, butter, pear, melon and vanilla. Still my favourite Sauvignon Blanc. ",talks about taste
"Merry Edwards has her own clone of Sauvignon Blanc, which imparts a unique palate to her wine. There's a considerable mouthfeel. Tropical fruit and florals on the nose. Modest acid in the finish.",talks about taste
"Grapefruit, vanilla, tropical fruit, citrus, and smooth oak.  This is a special and unique Sauvignon Blanc.  ",talks about taste
"Some pear, pineapple, lemon and apricot, white flowers and stone fruit. Great minerality, creamy texture with a nice clean finish. Very buttery for a sauvignon. Excellent",talks about taste
Great fruit. citrus peach pear tropical melon cream ,talks about taste
"Truly outstanding SB. Nantucket. Deep Mellon, pineapple, complex honey flavors with a medium color, medium plus complexity. ",talks about taste
"Perfectly balanced with tropical fruit, minerality and just a hint of sweetness to balance the acidity. Almost Riesling-like, with far more body than most Sauv Blanc. Outstanding.",other
"Outstanding CA Sauvignon Blanc.  Fresh, nice minerality, bright fruit, refreshing acidity, clean finish.",talks about taste
Pretty good Sauv Blanc…. Not as crisp and acidic as would have imagined…. Some tart on the palate… delicate body!,talks about taste
"Outstanding sauv blanc that rocked us. Full bodied, wonderful nose. A definite splurge but WOW. If you can, treat yourself. ",talks about taste
"Benchmark Sauvignon Blanc!🤩👌🏻🍷

In a perfect condition to drink.
Classic California styled without green bell pepper and asparagus notes.
A delicious oak touch with a hint of vanilla.",talks about taste
Pear lemon flint ,talks about taste
"I was told Merry Edwards hated making this wine. Too bad she is clearly a genius and the hate doesn’t show. Might be the most well balanced Sauvignon Blanc I’ve ever had, with notes of ripe peach, melon and guava. Lemon peel in the back. Yum!",talks about taste
